rep,model,item_id,noun,det,construction,item_type,vp_set,sentence,raw_response,rating,timestamp
35,claude,c074,folks,three,agentive,critical,5,Three folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.175073
35,claude,fm07,NA,NA,NA,filler_mild,NA,The report that the committee had finally submitted was longer than expected.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.241700
35,claude,c095,folks,three,existential,critical,16,There were three folks reading in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.307895
35,claude,c066,folks,three,agentive,critical,1,Three folks waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.374881
35,claude,c062,people,several,agentive,critical,15,Several people ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.441845
35,claude,c107,folks,several,existential,critical,6,There were several folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.508264
35,claude,c012,people,three,agentive,critical,6,Three people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.574986
35,claude,c078,folks,three,agentive,critical,7,Three folks crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.638904
35,claude,c045,people,several,existential,critical,7,There were several people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.705693
35,claude,c091,folks,three,existential,critical,14,There were three folks sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.773030
35,claude,c106,folks,several,agentive,critical,5,Several folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.837377
35,claude,c043,people,several,existential,critical,6,There were several people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.905453
35,claude,c056,people,several,agentive,critical,12,Several people sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:28.964956
35,claude,c021,people,three,existential,critical,11,There were three people loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.026863
35,claude,c019,people,three,existential,critical,10,There were three people milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.092695
35,claude,c008,people,three,agentive,critical,4,Three people walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.150822
35,claude,c022,people,three,agentive,critical,11,Three people loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.217329
35,claude,c081,folks,three,existential,critical,9,There were three folks huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.278580
35,claude,fu05,NA,NA,NA,filler_ungram,NA,Been sleeping is he since early this morning still.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.345043
35,claude,c072,folks,three,agentive,critical,4,Three folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.412646
35,claude,c075,folks,three,existential,critical,6,There were three folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.471432
35,claude,c086,folks,three,agentive,critical,11,Three folks loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.530381
35,claude,fm01,NA,NA,NA,filler_mild,NA,The horse raced past the barn fell.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.594076
35,claude,fg02,NA,NA,NA,filler_good,NA,She locked the door before leaving the house.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.662845
35,claude,c112,folks,several,agentive,critical,8,Several folks chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.725202
35,claude,c061,people,several,existential,critical,15,There were several people eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.784989
35,claude,c044,people,several,agentive,critical,6,Several people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.848885
35,claude,c103,folks,several,existential,critical,4,There were several folks walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.910282
35,claude,c073,folks,three,existential,critical,5,There were three folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:29.977826
35,claude,c110,folks,several,agentive,critical,7,Several folks crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.041899
35,claude,c121,folks,several,existential,critical,13,There were several folks arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.105286
35,claude,c018,people,three,agentive,critical,9,Three people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.173033
35,claude,fd03,NA,NA,NA,filler_degraded,NA,He denied to have seen the suspect that evening.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.233200
35,claude,c124,folks,several,agentive,critical,14,Several folks slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.294807
35,claude,c046,people,several,agentive,critical,7,Several people crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.358339
35,claude,c051,people,several,existential,critical,10,There were several people milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.425351
35,claude,c027,people,three,existential,critical,14,There were three people sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.483560
35,claude,fg05,NA,NA,NA,filler_good,NA,Several old photographs were found in the attic.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.541271
35,claude,c036,people,several,agentive,critical,2,Several people sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.608600
35,claude,c111,folks,several,existential,critical,8,There were several folks chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.669029
35,claude,c004,people,three,agentive,critical,2,Three people sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.736259
35,claude,fd11,NA,NA,NA,filler_degraded,NA,The committee have made their decision and it are final.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.803613
35,claude,c052,people,several,agentive,critical,10,Several people milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.870708
35,claude,c030,people,three,agentive,critical,15,Three people ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.931176
35,claude,c115,folks,several,existential,critical,10,There were several folks milling about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:30.997874
35,claude,c054,people,several,agentive,critical,11,Several people loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.062790
35,claude,c057,people,several,existential,critical,13,There were several people arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.129857
35,claude,c032,people,three,agentive,critical,16,Three people read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.196600
35,claude,fd08,NA,NA,NA,filler_degraded,NA,Us went to the park after the movie ended.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.263221
35,claude,c077,folks,three,existential,critical,7,There were three folks crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.329843
35,claude,c118,folks,several,agentive,critical,11,Several folks loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.396569
35,claude,fu12,NA,NA,NA,filler_ungram,NA,Books the are on shelves the in wrong the order.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.463336
35,claude,c002,people,three,agentive,critical,1,Three people waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.520897
35,claude,c010,people,three,agentive,critical,5,Three people gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.587553
35,claude,c029,people,three,existential,critical,15,There were three people eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.645841
35,claude,c108,folks,several,agentive,critical,6,Several folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.702866
35,claude,c007,people,three,existential,critical,4,There were three people walking down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.761593
35,claude,fm12,NA,NA,NA,filler_mild,NA,Rarely if ever does anyone bother to check the figures twice.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.828435
35,claude,fm08,NA,NA,NA,filler_mild,NA,More people than originally anticipated showed up for the event.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.891378
35,claude,fg08,NA,NA,NA,filler_good,NA,The teacher explained the problem very clearly.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:31.959317
35,claude,c099,folks,several,existential,critical,2,There were several folks sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.025433
35,claude,fm02,NA,NA,NA,filler_mild,NA,The old man the boats during the summer months.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.087221
35,claude,c101,folks,several,existential,critical,3,There were several folks standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.153873
35,claude,c098,folks,several,agentive,critical,1,Several folks waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.220660
35,claude,fu09,NA,NA,NA,filler_ungram,NA,Not she does understand the at question all here.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.278435
35,claude,c014,people,three,agentive,critical,7,Three people crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.345170
35,claude,c026,people,three,agentive,critical,13,Three people argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.403178
35,claude,c005,people,three,existential,critical,3,There were three people standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.460952
35,claude,fu01,NA,NA,NA,filler_ungram,NA,The walked dog the park in yesterday afternoon.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.525284
35,claude,c017,people,three,existential,critical,9,There were three people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.591101
35,claude,fm04,NA,NA,NA,filler_mild,NA,What did you wonder whether she bought?,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.656401
35,claude,fu10,NA,NA,NA,filler_ungram,NA,Yesterday the were playing children outside in rain.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.720955
35,claude,c067,folks,three,existential,critical,2,There were three folks sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.784452
35,claude,c013,people,three,existential,critical,7,There were three people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.844365
35,claude,c015,people,three,existential,critical,8,There were three people chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.905987
35,claude,fg04,NA,NA,NA,filler_good,NA,The manager approved the budget on Friday.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:32.964207
35,claude,fg03,NA,NA,NA,filler_good,NA,Two large dogs ran across the empty road.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.027703
35,claude,c053,people,several,existential,critical,11,There were several people loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.091532
35,claude,c104,folks,several,agentive,critical,4,Several folks walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.158481
35,claude,c037,people,several,existential,critical,3,There were several people standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.226048
35,claude,c079,folks,three,existential,critical,8,There were three folks chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.293767
35,claude,fd02,NA,NA,NA,filler_degraded,NA,She suggested him to leave the room immediately.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.358139
35,claude,fg01,NA,NA,NA,filler_good,NA,The children played in the yard all afternoon.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.425012
35,claude,fd12,NA,NA,NA,filler_degraded,NA,He recommended her to apply for the position immediately.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.491240
35,claude,c088,folks,three,agentive,critical,12,Three folks sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.556289
35,claude,fg07,NA,NA,NA,filler_good,NA,Three red cars were parked outside the building.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.623178
35,claude,c025,people,three,existential,critical,13,There were three people arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.690120
35,claude,fm05,NA,NA,NA,filler_mild,NA,Who do you think that saw the accident?,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.749984
35,claude,c069,folks,three,existential,critical,3,There were three folks standing by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.808460
35,claude,c085,folks,three,existential,critical,11,There were three folks loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.875549
35,claude,c127,folks,several,existential,critical,16,There were several folks reading in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:33.942598
35,claude,c093,folks,three,existential,critical,15,There were three folks eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.001043
35,claude,fd10,NA,NA,NA,filler_degraded,NA,The students has been working on the project all week.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.061115
35,claude,fu11,NA,NA,NA,filler_ungram,NA,To she tried the open but door was locked.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.128353
35,claude,c109,folks,several,existential,critical,7,There were several folks crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.195674
35,claude,c116,folks,several,agentive,critical,10,Several folks milled about in the corridor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.262905
35,claude,c119,folks,several,existential,critical,12,There were several folks sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.324984
35,claude,c080,folks,three,agentive,critical,8,Three folks chatted in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.385891
35,claude,fu08,NA,NA,NA,filler_ungram,NA,The from house the walked man slowly away then.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.453198
35,claude,fd09,NA,NA,NA,filler_degraded,NA,She mentioned him that the deadline had been moved.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.520371
35,claude,c094,folks,three,agentive,critical,15,Three folks ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.587001
35,claude,fg06,NA,NA,NA,filler_good,NA,He finished reading the report before dinner.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.654423
35,claude,fg12,NA,NA,NA,filler_good,NA,Several new shops opened on the high street.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.721486
35,claude,fu06,NA,NA,NA,filler_ungram,NA,There cats two are the on mat sitting now.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.782297
35,claude,c100,folks,several,agentive,critical,2,Several folks sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.849540
35,claude,c001,people,three,existential,critical,1,There were three people waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.916672
35,claude,c059,people,several,existential,critical,14,There were several people sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:34.980183
35,claude,c047,people,several,existential,critical,8,There were several people chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:35.037719
35,claude,c070,folks,three,agentive,critical,3,Three folks stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:35.102684
35,claude,c034,people,several,agentive,critical,1,Several people waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:35.170428
35,claude,c105,folks,several,existential,critical,5,There were several folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:35.233212
35,claude,c038,people,several,agentive,critical,3,Several people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:35.296855
35,claude,c058,people,several,agentive,critical,13,Several people argued in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:40:35.363977
